景点名称,攻略数量,评分,景区介绍,景点排名,经度,纬度,评论数量,旅游率
双红树人口文化园Shuanghongshu Population Cultural Park,0,0.0,,,118.927,31.3746,0,0.0
基督教孔镇教会Jidu Jiaokongzhen Church,0,0.0,,,119.009,31.4933,0,0.0
秦淮源博物馆Qinhuaiyuan Museum,0,0.0,,,118.993,31.6482,0,0.0
蒙马特广场Mengmate Square,0,0.0,,,118.761,32.0912,0,0.0
滨江风光带沙滩广场Binjiang Fengguang Dai Shatan Square,0,100.0,,,118.7063350114,32.0810930364,1,0.0
淳化街道文体健身广场Chunhua Jie Dao Wenti Jianshen Square,0,0.0,,,118.939,31.9411,0,0.0
土桥市民休闲广场Tuqiaoshimin Leisure Square,0,0.0,,,119.069,31.938,0,0.0
学府广场Xuefu Square,0,0.0,,,118.893,31.3386,0,0.0
恒丰广场Hengfeng Square,0,100.0,,,118.862,31.9194,0,0.0
方州文化休闲广场Fangzhou Culture Leisure Square,0,0.0,,,118.857,32.364,0,0.0
老县中文化广场Laoxianzhong Culture Square,0,0.0,,,119.039,31.6607,0,0.0
法治广场Fazhi Square,0,0.0,,,118.767,32.0965,0,0.0
茉湖公园Mohu Park,0,0.0,,,118.8389026266,32.3244590344,0,0.0
招贤寺Zhaoxian Temple,0,0.0,,,118.811,32.3044,0,0.0
七佛宝殿Palace of Seven Buddhas,0,0.0,,,118.615,32.1008,0,0.0
马群基督教堂Maqun Christ Church,0,0.0,,,118.915,32.0458,0,0.0
九峰寺Jiufeng Temple,0,0.0,,,118.434413,32.069611,0,0.0
侯镜如旧居Former Residence of Hou Jingru,0,0.0,,,118.779652,32.070147,0,0.0
抱月明心会馆Baoyuemingxin Association,0,0.0,,,118.765,32.0398,0,0.0
梁启超家风图片展,0,0.0,,,118.791,32.027,0,0.0
哈皮派儿童乐园,0,0.0,,,118.791,31.9517,0,0.0
七彩虹儿童主题乐园,0,0.0,,,118.905,31.9217,0,0.0
南京师范大学珍稀动植物博物馆Nanjing Shifan Daxue Zhenxi Dongzhi Museum,0,86.0,,,118.9222439983,32.1218900289,3,0.0
TRAVEL BUSTRAVEL BUS,0,0.0,,,118.79,32.0794,0,0.0
南京广电特价车展厅,0,0.0,,,118.78,32.0431,0,0.0
有晋父子忠孝卞公之墓Tomb of Biangong Father and Son,0,0.0,,,118.781,32.041,0,0.0
"翠云峰摩崖石刻Cliff Carvings, Cuiyun Peak",0,0.0,,,118.431,32.0703,0,0.0
蕴淘传媒科技,0,0.0,,,118.75,32.0505,0,0.0
星甸镇中央湿地公园Xingdianzhen Zhongyang Wetland Park,0,0.0,,,118.461,32.0361,0,0.0
崇圣殿Chongsheng Palace,0,0.0,,,118.783,32.0416,0,0.0
西晋古刹Ancient Temple of the Western Jin Dynasty,0,0.0,,,118.788,32.0074,0,0.0
双拥公园Shuangyong Park,0,0.0,,,118.84,31.9474,0,0.0
皇玛网游乐园,0,0.0,,,118.903,31.918,0,0.0
基督教堂王村教会Jidu Jiaotang Wangcun Church,0,0.0,,,118.4532536034,31.9062381371,0,0.0
叶恭绰先生之墓Tomb of Ye Gongchao,0,0.0,,,118.86628,32.061407,0,0.0
大夫第Master Manor,0,0.0,,,118.794,32.0236,0,0.0
晓庄摄影纪念馆Xiaozhuangsheying Memorial Hall,0,80.0,,,118.758,32.0252,0,0.0
"吴敬梓纪念馆-凉亭Kiosk, Wu Jingzi Memorial Hall",0,100.0,,,118.802,32.0291,1,0.0
大殿遗址Dadian Ruins,0,0.0,,,118.79,32.0155,0,0.0
"南京市江宁区基督教圣光堂Christian Holy Light Church, Jiangning District, Nanjing",0,0.0,,,118.8539130422,31.9194899977,0,0.0
文化创意主题园区Cultural and Creative Theme Park,0,0.0,,,118.849,31.9619,0,0.0
源辰美食休闲广场Yuanchenmeishi Leisure Square,0,86.0,,,118.813,31.9693,0,0.0
中国农业银行24小时自助银行,0,0.0,,,118.91048821,31.8977931006,1,0.0
南炼公园Nanlian Park,0,90.0,,,118.9340625996,32.1575081438,9,0.0
南京河海大学校史陈列馆HeHai DaXue XiaoShi ChenLieGuan,0,100.0,,,118.7698436261,32.0594199151,3,0.0
南京市城市规划展览馆浦口分馆NanJingShi ChengShi GuiHua ZhanLanGuan PuKou FenGuan,0,0.0,,,118.6365526126,32.0691572502,0,0.0
南京迎湖桃源农具游览馆YingHu TaoYuan NongJu YouLanGuan,0,100.0,,,118.9050321529,31.2867555917,1,0.0
中国金陵廉政文化教育馆ZhongGuo JinLing LianZheng WenHua JiaoYuGuan,0,100.0,,,118.916247,32.101944,2,0.0
南京长三角艺术品珍藏馆ChangSanJiao YiShuPin ZhenCangGuan,0,0.0,,,118.8108196384,32.3049773484,0,0.0
南京农园展览馆NongYuan ZhanLanGuan,0,0.0,,,118.8331658502,32.1824538326,0,0.0
南京梅山厂史馆MeiShan ChangShiGuan,0,0.0,,,118.6690246299,31.9274582592,0,0.0
南京雨花农林科技中心YuHua NongLin KeJi ZhongXin,0,0.0,,,118.7628355938,31.9771665551,0,0.0
南京211艺术馆211 YiShuGuan,0,0.0,,,118.7684207713,32.0664763678,0,0.0
南京市环境科技馆NanJingShi HuanJing KeJiGuan,0,0.0,,,118.75812924,32.0644991008,0,0.0
民国首都电厂遗址公园Minguo Capital Power Station Former Site Park,0,92.0,,,118.740397,32.094492,11,0.0
方山旅游风景区停车场,0,0.0,,,118.8786420932,31.909034326,2,0.0
中国邮政储蓄银行atm,0,0.0,,,118.9196527222,31.9187626887,0,0.0
停车场,0,0.0,,,118.8801649949,31.9217587042,0,0.0
骋望·骊都停车场(出入口),0,0.0,,,118.8998336867,31.8887605413,0,0.0
停车场,0,0.0,,,118.8964120982,31.9414431854,0,0.0
停车场(江宁街),0,0.0,,,118.8867325675,31.9447470029,0,0.0
江宁体育中心p3停车场,0,0.0,,,118.9004906913,31.9177636972,0,0.0
金陵协和神学院樵歌路停车场(出入口),0,0.0,,,118.9085994336,31.92591742,0,0.0
江苏海事职业技术学院停车场,0,0.0,,,118.9110501177,31.9238096298,0,0.0
南京工程学院停车场,0,0.0,,,118.8862976614,31.9276886333,0,0.0
江宁体育中心p3停车场,0,0.0,,,118.8999423757,31.9179369302,0,0.0
停车场,0,0.0,,,118.9089539248,31.9052830218,0,0.0
停车场(出入口),0,0.0,,,118.9141120247,31.9094774447,0,0.0
金润阳光酒店停车场,0,0.0,,,118.9084576134,31.9216670433,0,0.0
停车场,0,0.0,,,118.9093606321,31.9088896041,0,0.0
停车场(骋望·骊都东南),0,0.0,,,118.9013526873,31.8880630485,0,0.0
停车场,0,0.0,,,118.9033645592,31.9223540932,0,0.0
方山服务区停车场,0,0.0,,,118.8806475774,31.9339679297,0,0.0
图书馆停车场,0,0.0,,,118.9068919311,31.910148728,0,0.0
停车场,0,0.0,,,118.9015645764,31.9215203716,0,0.0
江宁体育中心p3停车场(出入口),0,0.0,,,118.9004288035,31.9172137182,0,0.0
农夫山泉,0,0.0,,,118.896750326,31.9394828275,0,0.0
停车场(华菁水苑西),0,0.0,,,118.9035432014,31.8914054012,0,0.0
中国传媒大学南广学院教职工专用停车场,0,0.0,,,118.8995909315,31.8934314336,0,0.0
横岭小区停车场(出入口),0,0.0,,,118.8764392178,31.9241518519,0,0.0
义乌时尚芭莎专业美发机构,0,0.0,,,118.886028471,31.9342934074,0,0.0
南京工程学院停车场,0,0.0,,,118.8857554499,31.9316762781,0,0.0
停车场,0,0.0,,,118.9153874645,31.9161115648,0,0.0
南京工程学院停车场,0,0.0,,,118.8869103182,31.9329005815,0,0.0
江宁体育中心停车场,0,0.0,,,118.9004596492,31.9173816704,0,0.0
停车场(出入口),0,0.0,,,118.9114595008,31.9215958877,0,0.0
天御溪府停车场,0,0.0,,,118.9111249534,31.9152831509,0,0.0
江苏经贸职业技术学院江宁校区停车场,0,0.0,,,118.8893550928,31.9378453251,0,0.0
停车场,0,0.0,,,118.9081444251,31.9077201532,0,0.0
南京工程学院停车场,0,0.0,,,118.8919485315,31.9293428094,0,0.0
农夫山泉,0,0.0,,,118.896750326,31.9394828275,0,0.0
方山体育训练基地停车场(出入口),0,0.0,,,118.880177431,31.9261448491,0,0.0
江苏海事职业技术学院停车场,0,0.0,,,118.9160890432,31.9239218369,0,0.0
圣安体育发展有限公司,0,0.0,,,118.9029778392,31.9074233157,0,0.0
停车场,0,0.0,,,118.9064420542,31.9199114293,0,0.0
南京工程学院停车场,0,0.0,,,118.8882703645,31.9324724843,0,0.0
停车场(出入口),0,0.0,,,118.8981223208,31.9150347456,0,0.0
金科宾馆停车场,0,0.0,,,118.9055589011,31.9044903489,0,0.0
停车场,0,0.0,,,118.9062215049,31.9210521871,0,0.0
南京工程学院停车场(出入口),0,0.0,,,118.8894771384,31.9293840741,0,0.0
江苏海事职业技术学院停车场(出入口),0,0.0,,,118.9150524655,31.9211809117,0,0.0
停车场,0,0.0,,,118.9148352566,31.9162435769,0,0.0
停车场(天祥家园南),0,0.0,,,118.8756277588,31.9234660165,0,0.0
博天科智停车场,0,0.0,,,118.8990933547,31.9311302381,0,0.0
南京工程学院停车场,0,0.0,,,118.8883529203,31.9295159967,0,0.0
博学苑玉兰园-3号库,0,0.0,,,118.906910786,31.9320610261,0,0.0
南京市体育训练中心Nanjingshi Tiyu Xunlian Center,0,0.0,,,118.669223,32.049534,0,0.0
停车场,0,0.0,,,118.9044537747,31.9098714026,0,0.0
南京江宁高等职业学校停车场,0,0.0,,,118.9072376062,31.9360235945,0,0.0
江苏海事职业技术学院停车场,0,0.0,,,118.913827195,31.9247746662,0,0.0
江宁体育中心3号停车场,0,0.0,,,118.901289886,31.9189909818,0,0.0
停车场,0,0.0,,,118.9035851687,31.9227234606,0,0.0
停车场,0,0.0,,,118.8974142879,31.9397317132,0,0.0
江宁站停车场,0,0.0,,,118.9060075649,31.940679099,0,0.0
江苏海事职业技术学院停车场,0,0.0,,,118.9083337635,31.92471557,0,0.0
南京交通职业技术学院停车场(入口),0,0.0,,,118.9178992422,31.9184005588,0,0.0
停车场(出口),0,0.0,,,118.886701844,31.9447237369,0,0.0
景丰法兰谷停车场,0,0.0,,,118.8989413387,31.9043724337,0,0.0
停车场,0,0.0,,,118.8894168497,31.9173693114,0,0.0
南京工程学院停车场,0,0.0,,,118.8864371694,31.9269974893,0,0.0
南京工程学院停车场,0,0.0,,,118.890567767,31.9299053782,0,0.0
南京工程学院停车场(入口),0,0.0,,,118.8919274153,31.9294719038,0,0.0
五矿·九玺台停车场(出入口),0,0.0,,,118.8922700937,31.912316847,0,0.0
江宁体育中心p4停车场(入口),0,0.0,,,118.9011807593,31.9193169334,0,0.0
停车场(友好前程精品酒店西北),0,0.0,,,118.9030217181,31.9211957439,0,0.0
天御溪岸商业街停车场(出入口),0,0.0,,,118.9125017968,31.9156517361,0,0.0
停车场(出入口),0,0.0,,,118.8958798635,31.9437587293,0,0.0
江苏经贸职业技术学院停车场,0,0.0,,,118.8934620394,31.9366683696,0,0.0
停车场(骋望·骊都北),0,0.0,,,118.902070755,31.8923095875,0,0.0
停车场(格致路),0,0.0,,,118.8980451673,31.9137146972,0,0.0
天御西府停车场,0,0.0,,,118.9126084171,31.916828192,0,0.0
停车场(出入口),0,0.0,,,118.8976887313,31.9151336669,0,0.0
停车场,0,0.0,,,118.9132451559,31.9173392379,0,0.0
晏丰会洗车店,0,0.0,,,118.907265637,31.9354466727,0,0.0
江苏海事职业技术学院停车场(出入口),0,0.0,,,118.9080585177,31.9232698503,0,0.0
停车场,0,0.0,,,118.8803652564,31.9215174983,0,0.0
天御溪岸花园停车场(出入口),0,0.0,,,118.9109373252,31.917691217,0,0.0
南京工程学院停车场(出入口),0,0.0,,,118.8905598038,31.9299507779,0,0.0
停车场,0,0.0,,,118.8974058997,31.9480647598,0,0.0
江苏海事职业技术学院停车场,0,0.0,,,118.9120218474,31.9240057576,0,0.0
企业源筑停车场,0,0.0,,,118.8996854349,31.9320873323,0,0.0
停车场,0,0.0,,,118.9039591319,31.9125855129,0,0.0
停车场(出入口),0,0.0,,,118.8749324095,31.9213567747,0,0.0
停车场,0,0.0,,,118.9191449479,31.9165333497,0,0.0
南京工程学院停车场,0,0.0,,,118.8869444149,31.9295151705,0,0.0
停车场,0,0.0,,,118.9017044106,31.9319261895,0,0.0
格调造型,0,0.0,,,118.908330059,31.9145211298,0,0.0
停车场(东方·龙湖湾西湖苑南),0,0.0,,,118.9011465681,31.9252429355,0,0.0
江苏海事职业技术学院停车场,0,0.0,,,118.9152485786,31.9220597222,0,0.0
停车场,0,0.0,,,118.9188158489,31.9251040339,0,0.0
停车场,0,0.0,,,118.9089248109,31.9083183786,0,0.0
停车场(文鼎雅苑东北),0,0.0,,,118.9189895382,31.9163796744,0,0.0
停车场(鹏山路),0,0.0,,,118.8976780755,31.915156241,0,0.0
江苏海事职业技术学院停车场,0,0.0,,,118.9155044344,31.9251514706,0,0.0
江宁体育中心p4停车场,0,0.0,,,118.9005532571,31.9190310486,0,0.0
杨柳村-停车场,0,0.0,,,118.9453683447,31.8590015601,0,0.0
停车场,0,0.0,,,118.9035281707,31.9190081715,0,0.0
南京交通职业技术学院停车场,0,0.0,,,118.9179500304,31.9183315076,0,0.0
南京师范大学仙林校区图书馆Nanjing Shifan Daxue Xianlin Xiaoqu Library,0,92.0,,,118.9191891616,32.1080717037,9,0.0
停车场,0,0.0,,,118.9249730958,31.903453524,0,0.0
南京工程学院停车场,0,0.0,,,118.8856636882,31.9253683136,0,0.0
鑫茂生物科技有限公司停车场,0,0.0,,,118.8997100633,31.9322344987,0,0.0
农夫山泉,0,0.0,,,118.910781594,31.9191206713,0,0.0
南京工程学院停车场,0,0.0,,,118.8877420942,31.9287883643,0,0.0
金川足球公园,0,0.0,,,118.772199459,32.0988821818,0,0.0
停车场,0,0.0,,,118.9121007963,31.9119685808,0,0.0
华菁水苑停车场(出入口),0,0.0,,,118.9075780729,31.8912891757,0,0.0
南京工程学院停车场(出口),0,0.0,,,118.892196141,31.9295198201,0,0.0
鑫茂生物科技有限公司停车场,0,0.0,,,118.8993064914,31.9321258483,0,0.0
江宁站停车场(入口),0,0.0,,,118.9055522524,31.9406408169,0,0.0
停车场(水岸风华西北),0,0.0,,,118.9064933506,31.9232075182,0,0.0
江苏海事职业技术学院停车场,0,0.0,,,118.9183813759,31.9229419395,0,0.0
停车场,0,0.0,,,118.9042739269,31.910417169,0,0.0
农夫山泉,0,0.0,,,118.896750326,31.9394828275,0,0.0
乐象体育足球,0,0.0,,,118.737626149,31.9949503583,0,0.0
江苏海事职业技术学院停车场,0,0.0,,,118.9117123005,31.9245118558,0,0.0
天御溪府停车场,0,0.0,,,118.9110679804,31.9173650461,0,0.0
景丰法兰谷停车场,0,0.0,,,118.9037930361,31.9016909392,0,0.0
南京工程学院停车场,0,0.0,,,118.8872104925,31.9312581066,0,0.0
江宁体育中心p3停车场(入口),0,0.0,,,118.8999800161,31.9182348188,0,0.0
停车场南京交通职业技术学院西,0,0.0,,,118.9148730645,31.9181433122,0,0.0
科缘医药科技园停车场,0,0.0,,,118.9011975453,31.931043514,0,0.0
江宁体育中心4号停车场,0,0.0,,,118.9012980374,31.9191437114,0,0.0
加蜗足球,0,0.0,,,118.740792132,32.0355479604,0,0.0
尔宾堇生物技术有限公司停车场,0,0.0,,,118.8989306651,31.9319269608,0,0.0
停车场(格致路),0,0.0,,,118.8990861036,31.9138400145,0,0.0
停车场,0,0.0,,,118.8821448735,31.9057527208,0,0.0
金陵科技学院江宁校区停车场(出口),0,0.0,,,118.904887463,31.9073998365,0,0.0
停车场(玉树路),0,0.0,,,118.9117026735,31.9157793117,0,0.0
青麦·恩剧场,0,0.0,,,118.7874443274,32.0156771264,0,0.0
停车场,0,0.0,,,118.9079532543,31.9073960959,0,0.0
江苏海事职业技术学院办公楼停车场,0,0.0,,,118.9153138865,31.921831526,0,0.0
停车场,0,0.0,,,118.9079055413,31.9101567199,0,0.0
江宁体育中心停车场,0,0.0,,,118.9023248561,31.9196655205,0,0.0
江苏经贸职业技术学院办公楼停车场(出入口),0,0.0,,,118.8933286784,31.9383746472,0,0.0
停车场(文鼎雅苑西北),0,0.0,,,118.9174700147,31.9157495573,0,0.0
华菁水苑停车场,0,0.0,,,118.9075580366,31.8913036648,0,0.0
谢永培皮具,0,0.0,,,118.906270729,31.918917589,0,0.0
南京工程学院停车场,0,0.0,,,118.8860323345,31.9294241046,0,0.0
停车场(文鼎广场西北),0,0.0,,,118.9050189041,31.9200256041,0,0.0
江苏海事职业技术学院停车场,0,0.0,,,118.9107919544,31.9248661795,0,0.0
江宁体育中心5号停车场,0,0.0,,,118.904487637,31.9200848824,0,0.0
紫金方山科技创业特别社区停车场(出入口),0,0.0,,,118.915646437,31.9043019112,0,0.0
纸老虎照相馆(文鼎广场店),0,0.0,,,118.904966386,31.920806348,0,0.0
晓庄学院停车场(出入口),0,0.0,,,118.9119959598,31.9004288367,0,0.0
农夫山泉,0,0.0,,,118.910781594,31.9191206713,0,0.0
八月照相馆(文鼎广场店)August Studio,0,84.0,,,118.905191,31.920387,0,0.0
纤手一族美甲美睫,0,0.0,,,118.905722972,31.9211945153,0,0.0
Miss.Y美研究所,0,0.0,,,118.905722972,31.9211945153,0,0.0
停车场,0,0.0,,,118.8995071124,31.8919962896,0,0.0
南京工程学院停车场,0,0.0,,,118.8918729684,31.9298526414,0,0.0
宜家国际公寓停车场(出入口),0,0.0,,,118.9168547039,31.9126400931,0,0.0
青秀城图书馆,0,0.0,,,118.833266503,32.1193831891,0,0.0
双信雨蓬厂,0,0.0,,,118.900445292,31.943008265,0,0.0
聚诚弓射之家,0,0.0,,,118.901978404,31.9220109072,0,0.0
当代发型工作室,0,0.0,,,118.876275209,31.9242269449,0,0.0
陆小波故居Luxiaobo Former Residence,0,100.0,,,118.726500791,32.1109642105,2,0.0
雕镀刺青(文鼎广场店),0,0.0,,,118.905684495,31.9201402272,0,0.0
云蕙瘦身理疗馆(文鼎广场店),0,0.0,,,118.905566602,31.9207364112,0,0.0
文鼎汽车美容会所(文鼎广场店),0,0.0,,,118.906551838,31.9192772451,0,0.0
木木夕(文鼎广场店),0,0.0,,,118.905672071,31.9206771514,0,0.0
钱袋帮工作室(文鼎广场店),0,0.0,,,118.906551838,31.9192772451,0,0.0
训菇企业管理有限公司(文鼎广场店),0,0.0,,,118.905685566,31.9202182639,0,0.0
鼎鑫广告图文(文鼎广场店),0,0.0,,,118.90559697,31.9202257927,0,0.0
卓越美容,0,0.0,,,118.905231906,31.9205257584,0,0.0
创之艺广告图文(文鼎广场店),0,0.0,,,118.905252833,31.9205481156,0,0.0
珑腾运动家(文鼎广场店),0,0.0,,,118.905685566,31.9202182639,0,0.0
玩赚省,0,0.0,,,118.90545861,31.9044685546,0,0.0
润园5幢管理站,0,0.0,,,118.89402291,31.9277090828,0,0.0
ROJACK's nails salonROJACK's nails salon,0,0.0,,,118.904892825,31.9202517136,0,0.0
三克证件照相馆,0,0.0,,,118.8866421785,31.9455944049,0,0.0
颐和路社区将军馆General Pavilion,0,100.0,,,118.776138,32.066445,0,0.0
R.S_style潮牌美发造型(文鼎广场店),0,0.0,,,118.904892825,31.9202517136,0,0.0
停车场,0,0.0,,,118.9073255718,31.9124091241,0,0.0
iwasher共享洗衣体验中心,0,0.0,,,118.911533542,31.9182324959,0,0.0
一禾瑜伽,0,0.0,,,118.912508714,31.9123728064,0,0.0
MISSAO美佐绪护肤造型,0,0.0,,,118.902610737,31.9221437255,0,0.0
南京越剧博物馆Nanjingyueju Museum,0,94.0,,,118.795253564,32.01689417,4,0.0
7妙印象(文鼎广场店),0,0.0,,,118.905638323,31.9207806158,0,0.0
翰纬汽车经济服务(文鼎广场店),0,0.0,,,118.906551838,31.9192772451,0,0.0
晒淘网络科技有限公司(文鼎广场店),0,0.0,,,118.905685566,31.9202182639,0,0.0
吕月照相馆(文鼎广场店),0,0.0,,,118.905685566,31.9202182639,0,0.0
科美通信(文鼎广场店),0,0.0,,,118.905815825,31.9200533832,0,0.0
南京工程学院-停车场,0,0.0,,,118.8842408662,31.924903495,0,0.0
喜乐影像,0,0.0,,,118.914183086,31.9289404805,0,0.0
中国体育彩票(文鼎广场店),0,0.0,,,118.905576071,31.9202334466,0,0.0
涵星文化创意有限公司(文鼎广场店),0,0.0,,,118.9065518377,31.9192772451,0,0.0
Van Gogh美甲美发,0,0.0,,,118.899967238,31.8941478345,0,0.0
印湖山庄,0,0.0,,,118.880176486,31.9210342483,0,0.0
中国梦想金话筒连锁机构(文鼎广场店),0,0.0,,,118.906551838,31.9192772451,0,0.0
2号自拍店(文鼎广场店),0,0.0,,,118.905685566,31.9202182639,0,0.0
馨语言工作室(文鼎广场店),0,0.0,,,118.904684608,31.9207375452,0,0.0
南京沃德国际足球学院soccer pro international,0,0.0,,,118.783490034,31.9816332585,0,0.0
玫琳凯(文鼎广场店),0,0.0,,,118.905838169,31.920511864,0,0.0
一个hamal工作室,0,0.0,,,118.917760179,31.909744903,0,0.0
万豪国际美容美发(文鼎广场店),0,0.0,,,118.906551838,31.9192772451,0,0.0
selina 日式美甲工作室,0,0.0,,,118.903305301,31.8892764785,0,0.0
艺优风尚工作室,0,0.0,,,118.905561729,31.9201699517,0,0.0
拓博足球幼儿及青少年足球培训(江宁拓博少儿足球培训),0,0.0,,,118.795466652,31.9477344611,0,0.0
优优美妆,0,0.0,,,118.906564792,31.9192884575,0,0.0
心海de店(文鼎广场店),0,0.0,,,118.905603415,31.9207140188,0,0.0
艺优风尚(文鼎广场店),0,0.0,,,118.905341927,31.9200274844,0,0.0
惠子美甲(文鼎广场店),0,0.0,,,118.905685566,31.9202182639,0,0.0
橙家生活体验馆,0,0.0,,,118.905244189,31.9205846023,0,0.0
金陵追风少年足球暑期训练班,0,0.0,,,118.881081026,32.1125896227,0,0.0
晓庄学院-停车场,0,0.0,,,118.9054917647,31.8952967201,1,0.0
南医大大活打印室,0,0.0,,,118.896268637,31.9430794209,0,0.0
大杰足球场,0,0.0,,,118.820389823,31.9743785415,0,0.0
未艾服饰有限公司,0,0.0,,,118.9057692311,31.9196073393,0,0.0
天正天御溪岸b区,0,0.0,,,118.91123851,31.9164199576,0,0.0
双子座美甲,0,0.0,,,118.905449895,31.9211960347,0,0.0
九色鹿艺术(文鼎广场店),0,0.0,,,118.905441393,31.9209703789,0,0.0
慧想电子商务服务中心(文鼎广场店),0,0.0,,,118.906551838,31.9192772451,0,0.0
帝伯乐,0,0.0,,,118.894324285,31.940232093,0,0.0
雷蒙文化(文鼎广场店),0,0.0,,,118.905882012,31.9205515982,0,0.0
居家易自助洗车骋望骊都,0,0.0,,,118.899696473,31.8888387464,0,0.0
电影馆,0,100.0,,,118.7607897795,32.0686136229,0,0.0
居家易自助洗车,0,0.0,,,118.878144007,31.9168055596,0,0.0
老城南记忆馆South Nanjing Old City Memory Hall,0,94.0,,,118.7935129402,32.0191920531,2,0.0
瑛飞图文,0,0.0,,,118.916451149,31.9118023948,0,0.0
